RANKED SIMILARITIES: 1
14 85 1.93246746396
14 47 1.93246746396
14 22 1.93246746396
14 62 1.93246746396
14 30 1.93246746396
14 82 1.93246746396
14 46 1.93246746396
14 59 1.93246746396
14 6 1.93246746396
14 70 1.93246746396
14 2 1.93246746396
14 42 1.93246746396
14 61 1.93246746396
14 92 1.93246746396
14 26 1.93246746396
14 23 1.93246746396
14 49 1.93246746396
14 93 1.9338660921
14 28 1.93933844365
14 81 1.94123042162
14 84 1.94266442487
14 66 1.94748078578
14 11 1.94757918025
14 36 1.95160446122
14 4 1.9521936406
14 9 1.95439414956
14 21 1.95769749601
14 50 1.96292704085
14 19 1.96688312402
14 13 1.9704951578
14 56 1.97284666523
14 38 1.97304592123
14 60 1.97370503846
14 39 1.97431528343
14 25 inf
14 48 inf
14 52 inf
14 53 inf
14 55 inf
14 64 inf
14 67 inf
14 87 inf
RANKED SIMILARITIES: 15
15 47 0.595942283081
15 82 0.672953346869
15 4 0.737972222872
15 19 0.987723792324
15 78 1.46832033309
15 91 1.5095211747
15 9 1.54459371099
15 85 1.59911075067
15 65 1.6461862413
15 2 1.65591943845
15 29 1.65845856538
15 5 1.68091006103
15 6 1.68188624695
15 63 1.68191330997
15 92 1.68191461421
15 27 1.68191917906
15 76 1.68191917906
15 32 1.68191917906
15 58 1.68191917906
15 83 1.68191917906
15 97 1.68191939707
15 44 1.6819204833
15 90 1.68524450959
15 80 1.71421975202
15 94 1.72180610614
15 7 1.73040380912
15 12 1.74553077884
15 75 1.7825902224
15 13 1.78369149961
15 30 1.79274411093
15 59 1.79699768461
15 62 1.79821195991
15 71 1.80018196367
15 56 1.80339768571
15 95 1.80393814365
15 57 1.80635714296
15 88 1.80893894816
15 89 1.8146727772
15 77 1.82662866876
15 73 1.84236108036
15 68 1.84296620524
15 96 1.84640531394
15 33 1.84814110633
15 46 1.85786244298
15 43 1.86204124697
15 35 1.86570836918
15 37 1.86810087285
15 79 1.87152489869
15 20 1.88384063332
15 8 1.88470738396
15 49 1.88632183699
15 74 1.88948346954
15 45 1.89286679997
15 26 1.89595992649
15 61 1.8969973693
15 86 1.90010204003
15 24 1.90139382144
15 70 1.90469376557
15 17 1.90665797666
15 31 1.90713596962
15 18 1.90862399834
15 23 1.91294676133
15 22 1.91340425886
15 42 1.91434430239
15 10 1.92420396473
15 14 1.93246615972
15 93 1.9338660921
15 16 1.93669688474
15 28 1.93933844365
15 54 1.93942531984
15 3 1.93985031648
15 81 1.94123850781
15 84 1.94267295142
15 72 1.94306958068
15 11 1.94757918025
15 66 1.94786548831
15 34 1.95098207934
15 36 1.95160446122
15 41 1.95273553317
15 21 1.95769749601
15 50 1.96292704085
15 69 1.97146382551
15 38 1.97304592123
15 60 1.97370853478
15 39 1.97431528343
15 40 1.98198989339
15 51 1.98367922438
15 25 inf
15 48 inf
15 52 inf
15 53 inf
15 55 inf
15 64 inf
15 67 inf
15 87 inf
RANKED SIMILARITIES: 16
16 37 1.09061885548
16 83 1.2071202885
16 8 1.30577510072
16 14 1.32217132959
16 89 1.36692393015
16 54 1.3880731642
16 18 1.3945189979
16 79 1.39646292971
16 75 1.41552284777
16 73 1.4242673332
16 44 1.46228915401
16 95 1.48057500141
16 32 1.48571115285
16 7 1.48777636542
16 68 1.50944637771
16 3 1.55817433612
16 31 1.55959992094
16 51 1.56161890957
16 41 1.5672884112
16 34 1.59438941028
16 40 1.64215803446
16 69 1.6459241284
16 76 1.64750591461
16 63 1.67638018239
16 45 1.67854863447
16 88 1.69350267146
16 97 1.71470201975
16 94 1.7153320039
16 33 1.7461104606
16 72 1.82682362038
16 20 1.87160105564
16 35 1.88167557323
16 12 1.90311098995
16 17 1.93669686488
16 78 1.93669686488
16 86 1.93669686488
16 57 1.93669686488
16 27 1.93669686488
16 90 1.93669686488
16 24 1.93669686488
16 71 1.93669686488
16 58 1.93669686488
16 29 1.93669686488
16 10 1.93669686488
16 65 1.93669686488
16 5 1.93669686488
16 15 1.93669688474
16 77 1.93669694142
16 96 1.93669695944
16 80 1.93669716214
16 43 1.9366977246
16 91 1.93669778277
16 74 1.93669803208
16 47 1.93669818898
16 22 1.93669818898
16 93 1.93669818898
16 46 1.93669818898
16 70 1.93669818898
16 2 1.93669818898
16 6 1.93669818898
16 59 1.93669818898
16 85 1.93669818898
16 62 1.93669818898
16 92 1.93669818898
16 61 1.93669818898
16 30 1.93669818898
16 26 1.93669818898
16 82 1.93669818898
16 23 1.93669818898
16 49 1.93669818898
16 42 1.93669818898
16 28 1.93933844365
16 81 1.94123848795
16 84 1.94267293157
16 66 1.94703813886
16 11 1.94757918025
16 36 1.95160446122
16 4 1.9521936406
16 9 1.95439414956
16 21 1.95769749601
16 50 1.96292704085
16 19 1.96688312402
16 13 1.9704951578
16 56 1.97284666523
16 38 1.97304592123
16 60 1.97370851492
16 39 1.97431528343
16 25 inf
16 48 inf
16 52 inf
16 53 inf
16 55 inf
16 64 inf
16 67 inf
16 87 inf
RANKED SIMILARITIES: 17
17 49 0.718272067923
17 93 1.39387413655
17 11 1.44163518135
17 70 1.44797256602
17 26 1.48493527269
17 22 1.52189749238
17 27 1.53474605822
17 35 1.54857183193
17 61 1.55466679284
17 71 1.56601322142
17 36 1.57009888178
17 58 1.59164427112
17 59 1.59296868844
17 46 1.60135471575
17 24 1.60856007505
17 20 1.6143338293
17 92 1.62158774247
17 23 1.63406151231
17 77 1.64523576563
17 66 1.73962979715
17 76 1.87625082469
17 40 1.88253418534
17 60 1.89415363869
17 80 1.90101439785
17 3 1.9026988667
17 97 1.90327013316
17 2 1.90585637898
17 89 1.90647149472
17 88 1.90648790909
17 94 1.90662781144
17 29 1.90663656395
17 85 1.90664312032
17 32 1.90665095785
17 65 1.9066512763
17 7 1.90665358467
17 83 1.90665416065
17 90 1.90665446036
17 68 1.90665561326
17 57 1.90665587461
17 78 1.90665622691
17 86 1.90665653409
17 95 1.90665681074
17 63 1.90665747765
17 37 1.90665770592
17 15 1.90665797666
17 96 1.90665805137
17 8 1.90665845299
17 43 1.90665881652
17 91 1.9066588747
17 74 1.906659124
17 33 1.9066592809
17 47 1.9066592809
17 62 1.9066592809
17 6 1.9066592809
17 79 1.9066592809
17 44 1.9066592809
17 30 1.9066592809
17 82 1.9066592809
17 75 1.9066592809
17 45 1.9066592809
17 73 1.9066592809
17 31 1.90713596962
17 18 1.90862138244
17 42 1.91434430239
17 10 1.92420134686
17 5 1.92917785243
17 14 1.93245914091
17 16 1.93669686488
17 28 1.93933844365
17 54 1.93942531984
17 81 1.941231489
17 84 1.94170270867
17 72 1.94306958068
17 34 1.95098207934
17 4 1.95206210369
17 41 1.95273553317
17 9 1.95439414956
17 21 1.95769749601
17 50 1.96292704085
17 19 1.96688312402
17 12 1.97045928215
17 13 1.9704951578
17 69 1.97142131306
17 56 1.97284666523
17 38 1.97304592123
17 39 1.97431528343
17 51 1.98367922438
17 25 inf
17 48 inf
17 52 inf
17 53 inf
17 55 inf
17 64 inf
17 67 inf
17 87 inf
RANKED SIMILARITIES: 18
18 14 1.15948545805
18 54 1.16296166327
18 8 1.17806542986
18 44 1.19923981837
18 89 1.27558492671
18 51 1.28570499845
18 16 1.3945189979
18 75 1.4452110361
18 83 1.44577358056
18 95 1.45911236638
18 7 1.46408343095
18 32 1.51598199576
18 79 1.52203269225
18 73 1.54492041801
18 68 1.55231235974
18 31 1.5650874756
18 41 1.57513408576
18 3 1.60515445874
18 40 1.643036146
18 45 1.67651058027
18 88 1.68492069337
18 69 1.69916743732
18 34 1.70404758612
18 97 1.71220002614
18 63 1.71479806791
18 37 1.71758441987
18 33 1.72145700215
18 94 1.72649953276
18 76 1.76901616845
18 72 1.81385537477
18 20 1.85059332152
18 35 1.8625614771
18 17 1.90862138244
18 90 1.90862138244
18 27 1.90862138244
18 71 1.90862138244
18 24 1.90862138244
18 29 1.90862138244
18 65 1.90862138244
18 58 1.90862138244
18 57 1.9086218963
18 78 1.9086222486
18 86 1.90862255577
18 15 1.90862399834
18 77 1.90862405503
18 96 1.90862407305
18 80 1.90862427575
18 43 1.90862483821
18 91 1.90862489638
18 74 1.90862514568
18 85 1.90862530259
18 47 1.90862530259
18 46 1.90862530259
18 62 1.90862530259
18 70 1.90862530259
18 6 1.90862530259
18 59 1.90862530259
18 2 1.90862530259
18 30 1.90862530259
18 92 1.90862530259
18 61 1.90862530259
18 82 1.90862530259
18 26 1.90862530259
18 49 1.90862530259
18 12 1.90879015868
18 23 1.91294676133
18 22 1.91340425886
18 42 1.91434430239
18 10 1.92420134883
18 5 1.92917961545
18 93 1.9338660921
18 28 1.93933844365
18 81 1.9412358919
18 84 1.94267033551
18 11 1.94757918025
18 66 1.94786548831
18 36 1.95160446122
18 4 1.9521936406
18 9 1.95439414956
18 21 1.95769749601
18 50 1.96292704085
18 19 1.96688312402
18 13 1.9704951578
18 56 1.97284666523
18 38 1.97304592123
18 60 1.97368823259
18 39 1.97431528343
18 25 inf
18 48 inf
18 52 inf
18 53 inf
18 55 inf
18 64 inf
18 67 inf
18 87 inf
RANKED SIMILARITIES: 19
19 4 0.67243056802
19 82 0.767771422231
19 15 0.987723792324
19 47 1.01738414857
19 9 1.13425557821
19 5 1.42837167987
19 12 1.45816651488
19 85 1.47145911715
19 65 1.49432906239
19 56 1.50975727475
19 29 1.50992239308
19 78 1.54080793909
19 13 1.59083894115
19 91 1.69525273043
19 2 1.95624190641
19 6 1.9659966569
19 8 1.96682765375
19 17 1.96688312402
19 86 1.96688312402
19 7 1.96688312402
19 54 1.96688312402
19 68 1.96688312402
19 14 1.96688312402
19 66 1.96688312402
19 97 1.96688312402
19 16 1.96688312402
19 22 1.96688312402
19 43 1.96688312402
19 84 1.96688312402
19 27 1.96688312402
19 28 1.96688312402
19 35 1.96688312402
19 63 1.96688312402
19 95 1.96688312402
19 71 1.96688312402
19 93 1.96688312402
19 24 1.96688312402
19 31 1.96688312402
19 44 1.96688312402
19 46 1.96688312402
19 77 1.96688312402
19 90 1.96688312402
19 96 1.96688312402
19 3 1.96688312402
19 21 1.96688312402
19 57 1.96688312402
19 62 1.96688312402
19 70 1.96688312402
19 59 1.96688312402
19 81 1.96688312402
19 88 1.96688312402
19 89 1.96688312402
19 10 1.96688312402
19 18 1.96688312402
19 36 1.96688312402
19 37 1.96688312402
19 61 1.96688312402
19 79 1.96688312402
19 94 1.96688312402
19 11 1.96688312402
19 30 1.96688312402
19 50 1.96688312402
19 92 1.96688312402
19 20 1.96688312402
19 72 1.96688312402
19 76 1.96688312402
19 32 1.96688312402
19 45 1.96688312402
19 33 1.96688312402
19 41 1.96688312402
19 75 1.96688312402
19 26 1.96688312402
19 34 1.96688312402
19 42 1.96688312402
19 80 1.96688312402
19 73 1.96688312402
19 58 1.96688312402
19 83 1.96688312402
19 23 1.96688312402
19 49 1.96688312402
19 74 1.96688312402
19 69 1.97146506374
19 38 1.97304592123
19 60 1.97370983902
19 39 1.97431528343
19 40 1.98198989339
19 51 1.98367922438
19 25 inf
19 48 inf
19 52 inf
19 53 inf
19 55 inf
19 64 inf
19 67 inf
19 87 inf
RANKED SIMILARITIES: 20
20 61 1.21673919216
20 59 1.22085256801
20 46 1.30212422822
20 92 1.34657487654
20 71 1.3888507011
20 11 1.3893773986
20 26 1.43129839449
20 35 1.44706925305
20 66 1.52622380094
20 49 1.54573186196
20 23 1.55627553441
20 22 1.58925213806
20 17 1.6143338293
20 36 1.61558109246
20 70 1.63441435315
20 58 1.63484024555
20 27 1.65081829849
20 24 1.67820609182
20 93 1.70624903567
20 40 1.73747168854
20 77 1.74953952125
20 76 1.79637229495
20 8 1.81445777315
20 73 1.81485124606
20 97 1.81489847628
20 79 1.81755718272
20 89 1.81950186159
20 94 1.82010997712
20 44 1.8202227018
20 63 1.82128862086
20 7 1.82144667326
20 68 1.82159810584
20 37 1.82230132047
20 32 1.82284831343
20 83 1.82387765812
20 88 1.82438433794
20 33 1.82564896928
20 95 1.82683754713
20 75 1.82717317347
20 45 1.82967962831
20 3 1.83917663533
20 31 1.84598544206
20 18 1.85059332152
20 14 1.86668585022
20 16 1.87160105564
20 54 1.87263547123
20 80 1.87819677711
20 2 1.88303825432
20 78 1.88384063332
20 57 1.88384063332
20 15 1.88384063332
20 90 1.88384063332
20 65 1.88384063332
20 96 1.88384063332
20 43 1.88384069186
20 91 1.88384075004
20 47 1.88384115624
20 6 1.88384115624
20 62 1.88384115624
20 30 1.88384115624
20 82 1.88384115624
20 29 1.88669336391
20 74 1.88948346954
20 34 1.89124636408
20 85 1.89406409479
20 72 1.8963086092
20 41 1.89656917345
20 86 1.90010282135
20 69 1.91027221636
20 42 1.91434430239
20 51 1.92243496734
20 60 1.92288636649
20 10 1.92420474606
20 5 1.92918301267
20 12 1.93399634062
20 28 1.93933844365
20 81 1.94123928913
20 84 1.94267373274
20 4 1.95206210369
20 9 1.95439414956
20 21 1.95769749601
20 50 1.96292730872
20 19 1.96688312402
20 13 1.9704951578
20 56 1.97284666523
20 38 1.97304592123
20 39 1.97431528343
20 25 inf
20 48 inf
20 52 inf
20 53 inf
20 55 inf
20 64 inf
20 67 inf
20 87 inf
RANKED SIMILARITIES: 21
21 80 0.889346451063
21 50 1.01813494449
21 84 1.29431797501
21 57 1.33010820849
21 96 1.33703742518
21 81 1.35161901091
21 10 1.36213016737
21 30 1.37502501731
21 62 1.39194970537
21 28 1.39765967987
21 74 1.40756812036
21 86 1.40839504929
21 38 1.42213219908
21 39 1.45141889026
21 43 1.53836605234
21 72 1.55325638396
21 42 1.58706891109
21 35 1.76221641126
21 37 1.82533453121
21 90 1.82760740513
21 71 1.9558833419
21 46 1.95748661557
21 17 1.95769749601
21 78 1.95769749601
21 85 1.95769749601
21 7 1.95769749601
21 47 1.95769749601
21 16 1.95769749601
21 68 1.95769749601
21 14 1.95769749601
21 22 1.95769749601
21 66 1.95769749601
21 4 1.95769749601
21 15 1.95769749601
21 97 1.95769749601
21 54 1.95769749601
21 9 1.95769749601
21 29 1.95769749601
21 77 1.95769749601
21 27 1.95769749601
21 95 1.95769749601
21 5 1.95769749601
21 93 1.95769749601
21 24 1.95769749601
21 31 1.95769749601
21 63 1.95769749601
21 70 1.95769749601
21 89 1.95769749601
21 3 1.95769749601
21 6 1.95769749601
21 18 1.95769749601
21 36 1.95769749601
21 44 1.95769749601
21 65 1.95769749601
21 88 1.95769749601
21 2 1.95769749601
21 11 1.95769749601
21 59 1.95769749601
21 79 1.95769749601
21 94 1.95769749601
21 61 1.95769749601
21 82 1.95769749601
21 91 1.95769749601
21 92 1.95769749601
21 20 1.95769749601
21 41 1.95769749601
21 76 1.95769749601
21 45 1.95769749601
21 32 1.95769749601
21 34 1.95769749601
21 75 1.95769749601
21 26 1.95769749601
21 8 1.95769749601
21 33 1.95769749601
21 73 1.95769749601
21 58 1.95769749601
21 83 1.95769749601
21 23 1.95769749601
21 49 1.95769749601
21 19 1.96688312402
21 12 1.97045928215
21 13 1.9704951578
21 69 1.97146506374
21 56 1.97284666523
21 60 1.97370983902
21 40 1.98198989339
21 51 1.98367922438
21 25 inf
21 48 inf
21 52 inf
21 53 inf
21 55 inf
21 64 inf
21 67 inf
21 87 inf
RANKED SIMILARITIES: 22
22 49 1.25955171744
22 35 1.39590562623
22 70 1.43979529148
22 36 1.44513499051
22 26 1.44993974662
22 17 1.52189749238
22 23 1.52959891869
22 11 1.57351718839
22 71 1.58709895812
22 20 1.58925213806
22 77 1.59149557309
22 61 1.59883287425
22 59 1.60957864884
22 46 1.63492511203
22 92 1.66928799239
22 24 1.69666008291
22 27 1.72650355848
22 66 1.73995451876
22 58 1.7897774825
22 93 1.80585593932
22 40 1.87781604516
22 76 1.8830041257
22 60 1.8916205063
22 3 1.90304616637
22 80 1.90776040265
22 97 1.90971270515
22 2 1.91260135694
22 89 1.91321986326
22 94 1.9133738646
22 85 1.91338809828
22 73 1.91339060142
22 63 1.91340305666
22 86 1.91340425886
22 78 1.91340425886
22 7 1.91340425886
22 68 1.91340425886
22 43 1.91340425886
22 15 1.91340425886
22 47 1.91340425886
22 33 1.91340425886
22 29 1.91340425886
22 57 1.91340425886
22 31 1.91340425886
22 82 1.91340425886
22 88 1.91340425886
22 90 1.91340425886
22 91 1.91340425886
22 18 1.91340425886
22 6 1.91340425886
22 30 1.91340425886
22 62 1.91340425886
22 79 1.91340425886
22 96 1.91340425886
22 37 1.91340425886
22 44 1.91340425886
22 65 1.91340425886
22 32 1.91340425886
22 95 1.91340425886
22 75 1.91340425886
22 45 1.91340425886
22 83 1.91340425886
22 8 1.91340425886
22 74 1.91340425886
22 42 1.91434430239
22 10 1.92420526898
22 5 1.92918353559
22 14 1.93246746396
22 16 1.93669818898
22 28 1.93933844365
22 54 1.93942531984
22 81 1.94123981205
22 84 1.94267425566
22 72 1.94307020432
22 34 1.95098207934
22 4 1.95206210369
22 41 1.95273644418
22 9 1.95439414956
22 21 1.95769749601
22 50 1.96292783164
22 19 1.96688312402
22 12 1.97045928215
22 13 1.9704951578
22 69 1.97142255129
22 56 1.97284666523
22 38 1.97304592123
22 39 1.97431528343
22 51 1.98367922438
22 25 inf
22 48 inf
22 52 inf
22 53 inf
22 55 inf
22 64 inf
22 67 inf
22 87 inf
RANKED SIMILARITIES: 23
23 36 1.35546898682
23 22 1.52959891869
23 61 1.54486778537
23 77 1.54736949304
23 59 1.54821135233
23 20 1.55627553441
23 46 1.57123192428
23 92 1.60168655282
23 49 1.61130647855
23 66 1.61399360056
23 35 1.62597713733
23 17 1.63406151231
23 71 1.7120719221
23 11 1.71387235373
23 26 1.77836102882
23 27 1.7931312388
23 70 1.79799780225
23 58 1.80541325911
23 24 1.80878218439
23 93 1.84785056245
23 40 1.84840017308
23 76 1.88254662817
23 60 1.89648601486
23 3 1.90538013658
23 80 1.90730290512
23 97 1.909885591
23 2 1.91214385941
23 89 1.91276236573
23 94 1.91291756927
23 85 1.91293060075
23 78 1.91294676133
23 86 1.91294676133
23 88 1.91294676133
23 43 1.91294676133
23 33 1.91294676133
23 47 1.91294676133
23 57 1.91294676133
23 95 1.91294676133
23 68 1.91294676133
23 15 1.91294676133
23 7 1.91294676133
23 29 1.91294676133
23 91 1.91294676133
23 90 1.91294676133
23 37 1.91294676133
23 62 1.91294676133
23 18 1.91294676133
23 45 1.91294676133
23 79 1.91294676133
23 96 1.91294676133
23 6 1.91294676133
23 30 1.91294676133
23 65 1.91294676133
23 82 1.91294676133
23 44 1.91294676133
23 32 1.91294676133
23 31 1.91294676133
23 75 1.91294676133
23 63 1.91294676133
23 83 1.91294676133
23 8 1.91294676133
23 74 1.91294676133
23 73 1.91294676133
23 42 1.91434430239
23 10 1.92420526898
23 5 1.92918353559
23 14 1.93246746396
23 16 1.93669818898
23 28 1.93933844365
23 54 1.93942531984
23 81 1.94123981205
23 84 1.94267425566
23 72 1.94307020432
23 34 1.95098207934
23 4 1.95206210369
23 41 1.95273644418
23 9 1.95439414956
23 21 1.95769749601
23 50 1.96292783164
23 19 1.96688312402
23 12 1.97045928215
23 13 1.9704951578
23 69 1.97142255129
23 56 1.97284666523
23 38 1.97304592123
23 39 1.97431528343
23 51 1.98367922438
23 25 inf
23 48 inf
23 52 inf
23 53 inf
23 55 inf
23 64 inf
23 67 inf
23 87 inf
RANKED SIMILARITIES: 24
24 26 0.595767197545
24 70 1.23252629767
24 61 1.38905735295
24 49 1.39702015008
24 11 1.47264945849
24 27 1.55381642833
24 17 1.60856007505
24 71 1.61759564323
24 59 1.65313254119
24 46 1.65573331216
24 93 1.67427060643
24 20 1.67820609182
24 58 1.6816622517
24 92 1.68556031054
24 22 1.69666008291
24 35 1.76305921899
24 66 1.78128052531
24 36 1.7843194217
24 23 1.80878218439
24 77 1.81536423132
24 76 1.8709879005
24 40 1.8833084839
24 80 1.89575024264
24 97 1.89731646205
24 3 1.90003253812
24 2 1.90059222377
24 89 1.90120733951
24 83 1.90132304839
24 94 1.90136365623
24 85 1.9013789651
24 88 1.90138243646
24 29 1.90138803366
24 65 1.90138803366
24 32 1.90138803366
24 7 1.90138942946
24 90 1.90139030515
24 68 1.90139145804
24 57 1.9013917194
24 78 1.9013920717
24 86 1.90139237887
24 95 1.90139265552
24 63 1.90139332243
24 37 1.9013935507
24 15 1.90139382144
24 96 1.90139389615
24 8 1.90139429777
24 43 1.90139466131
24 91 1.90139471948
24 74 1.90139496878
24 33 1.90139512569
24 47 1.90139512569
24 79 1.90139512569
24 6 1.90139512569
24 62 1.90139512569
24 30 1.90139512569
24 45 1.90139512569
24 82 1.90139512569
24 44 1.90139512569
24 75 1.90139512569
24 73 1.90139512569
24 31 1.90713596962
24 18 1.90862138244
24 42 1.91434430239
24 10 1.92420134686
24 5 1.92917785243
24 14 1.93246037193
24 60 1.93261468923
24 16 1.93669686488
24 28 1.93933844365
24 54 1.93942531984
24 81 1.94123272002
24 84 1.94266716364
24 72 1.94306958068
24 34 1.95098207934
24 4 1.95206210369
24 41 1.95273553317
24 9 1.95439414956
24 21 1.95769749601
24 50 1.96292704085
24 19 1.96688312402
24 12 1.97045928215
24 13 1.9704951578
24 69 1.97142131306
24 56 1.97284666523
24 38 1.97304592123
24 39 1.97431528343
24 51 1.98367922438
24 25 inf
24 48 inf
24 52 inf
24 53 inf
24 55 inf
24 64 inf
24 67 inf
24 87 inf
RANKED SIMILARITIES: 25
RANKED SIMILARITIES: 26
26 24 0.595767197545
26 61 1.0861799236
26 70 1.10922286247
26 49 1.19505625282
26 11 1.20614964526
26 59 1.33784162463
26 71 1.41176922396
26 20 1.43129839449
26 22 1.44993974662
26 35 1.46202004642
26 17 1.48493527269
26 27 1.49501573557
26 46 1.50499763751
26 92 1.56898662871
26 58 1.60225068514
26 93 1.6303668056
26 36 1.69919487788
26 66 1.70732838071
26 77 1.77354302187
26 23 1.77836102882
26 40 1.85605880502
26 76 1.86555979333
26 80 1.89031607028
26 97 1.89128618901
26 2 1.89515702457
26 89 1.89577553089
26 94 1.89593073442
26 85 1.8959437659
26 73 1.89595829101
26 78 1.89595992649
26 88 1.89595992649
26 33 1.89595992649
26 43 1.89595992649
26 37 1.89595992649
26 57 1.89595992649
26 7 1.89595992649
26 47 1.89595992649
26 68 1.89595992649
26 95 1.89595992649
26 15 1.89595992649
26 29 1.89595992649
26 79 1.89595992649
26 90 1.89595992649
26 62 1.89595992649
26 6 1.89595992649
26 65 1.89595992649
26 96 1.89595992649
26 30 1.89595992649
26 82 1.89595992649
26 91 1.89595992649
26 45 1.89595992649
26 32 1.89595992649
26 44 1.89595992649
26 75 1.89595992649
26 63 1.89595992649
26 83 1.89595992649
26 8 1.89595992649
26 74 1.89595992649
26 86 1.90010334427
26 3 1.90019395872
26 31 1.90713596962
26 18 1.90862530259
26 42 1.91434430239
26 10 1.92420526898
26 5 1.92918353559
26 60 1.9317252025
26 14 1.93246746396
26 16 1.93669818898
26 28 1.93933844365
26 54 1.93942531984
26 81 1.94123981205
26 84 1.94267425566
26 72 1.94307020432
26 34 1.95098207934
26 4 1.95206210369
26 41 1.95273644418
26 9 1.95439414956
26 21 1.95769749601
26 50 1.96292783164
26 19 1.96688312402
26 12 1.97045928215
26 13 1.9704951578
26 69 1.97142255129
26 56 1.97284666523
26 38 1.97304592123
26 39 1.97431528343
26 51 1.98367922438
26 25 inf
26 48 inf
26 52 inf
26 53 inf
26 55 inf
26 64 inf
26 67 inf
26 87 inf
RANKED SIMILARITIES: 27
27 58 0.667562351278
27 71 1.1044535062
27 46 1.12481091013
27 6 1.13439415706
27 92 1.25997290535
27 93 1.28584013963
27 2 1.30401102761
27 76 1.39419220191
27 91 1.47446250522
27 70 1.48344667697
27 26 1.49501573557
27 49 1.49652984273
27 63 1.49664434285
27 78 1.51297663041
27 59 1.51600099354
27 17 1.53474605822
27 11 1.54509729802
27 61 1.550049669
27 24 1.55381642833
27 44 1.58627978048
27 32 1.6088349651
27 83 1.61093030519
27 20 1.65081829849
27 97 1.66344645897
27 35 1.6739980826
27 82 1.67405559884
27 15 1.68191917906
27 90 1.6852409933
27 80 1.70857589582
27 77 1.71682838086
27 94 1.72349360673
27 22 1.72650355848
27 40 1.72684141989
27 7 1.73039941714
27 36 1.74180539986
27 47 1.74631591948
27 66 1.76920102369
27 75 1.7825902224
27 30 1.79274411093
27 23 1.7931312388
27 62 1.79821195991
27 95 1.80393697773
27 57 1.80635504091
27 88 1.80893554171
27 89 1.81448629526
27 73 1.84236108036
27 68 1.84296384184
27 96 1.84640531394
27 33 1.84814110633
27 43 1.86204124697
27 37 1.8681006021
27 79 1.87152489869
27 65 1.87224544573
27 8 1.88476285424
27 29 1.88666794483
27 74 1.88948346954
27 45 1.89286679997
27 85 1.89406409479
27 3 1.89981508391
27 86 1.90010059746
27 31 1.90713596962
27 18 1.90862138244
27 42 1.91434430239
27 10 1.92420134686
27 5 1.92917785243
27 60 1.93050484992
27 14 1.93245861382
27 16 1.93669686488
27 28 1.93933844365
27 54 1.93942531984
27 81 1.94123096191
27 84 1.94266448285
27 72 1.94306958068
27 34 1.95098207934
27 4 1.95206210369
27 41 1.95273553317
27 9 1.95439414956
27 21 1.95769749601
27 50 1.96292704085
27 19 1.96688312402
27 12 1.97045928215
27 13 1.9704951578
27 69 1.97142131306
27 56 1.97284666523
27 38 1.97304592123
27 39 1.97431528343
27 51 1.98367922438
27 25 inf
27 48 inf
27 52 inf
27 53 inf
27 55 inf
27 64 inf
27 67 inf
27 87 inf
RANKED SIMILARITIES: 28
28 96 1.22538681819
28 21 1.39765967987
28 81 1.40235610115
28 10 1.40638415063
28 74 1.40884861553
28 30 1.42568312907
28 86 1.43455856784
28 57 1.4744729601
28 39 1.49192054921
28 38 1.52499134727
28 72 1.59469542405
28 43 1.5989149704
28 62 1.60168583479
28 50 1.6049121295
28 42 1.61222518508
28 84 1.63510403861
28 80 1.64780034609
28 35 1.75172187536
28 90 1.81522974446
28 37 1.8276237674
28 71 1.93752428954
28 46 1.93912756321
28 17 1.93933844365
28 78 1.93933844365
28 85 1.93933844365
28 7 1.93933844365
28 16 1.93933844365
28 47 1.93933844365
28 15 1.93933844365
28 68 1.93933844365
28 14 1.93933844365
28 29 1.93933844365
28 97 1.93933844365
28 27 1.93933844365
28 70 1.93933844365
28 2 1.93933844365
28 31 1.93933844365
28 91 1.93933844365
28 92 1.93933844365
28 93 1.93933844365
28 24 1.93933844365
28 45 1.93933844365
28 18 1.93933844365
28 20 1.93933844365
28 44 1.93933844365
28 63 1.93933844365
28 65 1.93933844365
28 89 1.93933844365
28 95 1.93933844365
28 5 1.93933844365
28 6 1.93933844365
28 59 1.93933844365
28 61 1.93933844365
28 79 1.93933844365
28 82 1.93933844365
28 88 1.93933844365
28 94 1.93933844365
28 77 1.93933844365
28 76 1.93933844365
28 32 1.93933844365
28 22 1.93933844365
28 75 1.93933844365
28 8 1.93933844365
28 26 1.93933844365
28 33 1.93933844365
28 73 1.93933844365
28 58 1.93933844365
28 49 1.93933844365
28 83 1.93933844365
28 23 1.93933844365
28 54 1.93942531984
28 3 1.93985162072
28 11 1.94757918025
28 66 1.94786548831
28 34 1.95098207934
28 36 1.95160446122
28 4 1.9521936406
28 41 1.95273644418
28 9 1.95439414956
28 19 1.96688312402
28 12 1.97045928215
28 13 1.9704951578
28 69 1.97146506374
28 56 1.97284666523
28 60 1.97370983902
28 40 1.98198989339
28 51 1.98367922438
28 25 inf
28 48 inf
28 52 inf
28 53 inf
28 55 inf
28 64 inf
28 67 inf
28 87 inf
RANKED SIMILARITIES: 29
29 5 0.663058965306
29 78 1.07707588416
29 65 1.2018867469
29 56 1.22589501796
29 13 1.26747937182
29 85 1.29141172332
29 9 1.36372078603
29 19 1.50992239308
29 12 1.52094828674
29 4 1.52288098913
29 82 1.58285039032
29 91 1.59406471339
29 15 1.65845856538
